cliente_id,data_pagamento,valor_pago
6623,2026-02-13 21:49:12.867671,1756.37
3228,2025-12-31 21:49:12.868395,8491.04
9140,2026-02-27 21:49:12.867618,746.11
2356,2026-01-20 21:49:12.868355,3140.89
4256,2025-12-06 21:49:12.868441,1837.0
869,2026-01-21 21:49:12.868352,5332.44
7186,2026-02-13 21:49:12.867671,6451.32
1724,2026-01-28 21:49:12.868341,1394.35
7476,2025-12-15 21:49:12.868430,1414.67
8933,2026-01-09 21:49:12.868380,2776.88
3362,2026-01-12 21:49:12.868373,1554.72
930,2026-02-12 21:49:12.867673,4244.84
1581,2026-01-10 21:49:12.868378,2222.98
8628,2026-01-18 21:49:12.868359,8031.37
7359,2025-12-24 21:49:12.868408,7961.24
1187,2025-12-25 21:49:12.868406,2633.56
9740,2026-02-16 21:49:12.867663,2379.44
7657,2025-12-05 21:49:12.868443,1781.97
3246,2025-12-15 21:49:12.868430,4350.27
9036,2026-02-01 21:49:12.867714,2354.02
4761,2025-12-27 21:49:12.868402,668.52
3044,2025-12-18 21:49:12.868422,2051.5
762,2026-01-07 21:49:12.868385,7255.13
6318,2025-12-17 21:49:12.868424,2804.26
6360,2026-01-04 21:49:12.868389,1638.53
6550,2026-02-24 21:49:12.867630,3853.32
4267,2026-02-28 21:49:12.867612,1960.66
9577,2026-02-27 21:49:12.867618,2208.92
1088,2025-12-09 21:49:12.868438,1663.15
2720,2025-12-12 21:49:12.868434,8664.02
4447,2026-01-28 21:49:12.868341,4791.76
5809,2026-03-02 21:49:12.866965,1771.67
1585,2026-02-19 21:49:12.867653,4585.56
1769,2026-01-17 21:49:12.868362,2157.72
6840,2025-12-04 21:49:12.868444,5158.47
3601,2026-01-13 21:49:12.868371,4226.94
4639,2026-02-23 21:49:12.867633,1439.77
2207,2026-02-03 21:49:12.867694,3283.1
2550,2026-01-05 21:49:12.868388,4551.76
7137,2026-01-20 21:49:12.868355,6274.83
161,2026-01-19 21:49:12.868357,1462.09
1681,2025-12-04 21:49:12.868444,6299.17
2785,2025-12-03 21:49:12.868445,3331.43
3089,2026-02-05 21:49:12.867689,1961.21
8655,2026-02-10 21:49:12.867677,3660.74
1545,2026-01-08 21:49:12.868383,5302.02
644,2026-02-15 21:49:12.867665,2593.5
6069,2025-12-09 21:49:12.868438,5983.69
395,2026-02-02 21:49:12.867696,1536.53
8636,2026-01-07 21:49:12.868385,5541.78
4717,2026-02-05 21:49:12.867689,1775.99
8378,2026-02-14 21:49:12.867668,2479.53
8387,2026-01-18 21:49:12.868359,2768.19
4175,2026-02-05 21:49:12.867689,4070.16
5638,2026-01-30 21:49:12.868337,4333.02
3981,2025-12-30 21:49:12.868396,6665.8
2375,2026-01-15 21:49:12.868366,1029.86
445,2026-01-19 21:49:12.868357,5104.13
229,2026-02-11 21:49:12.867675,3007.77
6205,2026-01-24 21:49:12.868347,7210.03
2357,2026-02-16 21:49:12.867663,3930.36
153,2025-12-17 21:49:12.868424,1809.76
7523,2026-01-30 21:49:12.868337,1270.14
1803,2026-01-28 21:49:12.868341,3972.03
3727,2025-12-05 21:49:12.868443,3133.37
9834,2026-02-15 21:49:12.867665,7620.61
4487,2026-02-06 21:49:12.867687,3518.73
38,2026-01-13 21:49:12.868371,4455.75
3981,2026-02-09 21:49:12.867679,4105.98
3271,2026-02-18 21:49:12.867658,2998.58
1787,2025-12-07 21:49:12.868440,1775.77
4733,2026-01-23 21:49:12.868348,1850.09
8566,2026-01-30 21:49:12.868337,3245.34
395,2026-01-30 21:49:12.868337,2405.79
2017,2026-01-09 21:49:12.868380,2705.46
2824,2026-02-21 21:49:12.867640,5090.12
4272,2025-12-23 21:49:12.868410,9675.17
894,2026-02-02 21:49:12.867696,2821.39
1218,2026-01-22 21:49:12.868350,2126.88
9382,2026-02-17 21:49:12.867660,7814.99
6788,2026-02-11 21:49:12.867675,2182.97
8270,2026-01-07 21:49:12.868385,2037.6
5377,2026-01-21 21:49:12.868352,910.89
3556,2026-01-23 21:49:12.868348,1198.08
58,2026-01-13 21:49:12.868371,451.5
6688,2026-02-17 21:49:12.867660,2780.44
7869,2025-12-05 21:49:12.868443,2704.47
2304,2026-01-20 21:49:12.868355,2819.88
3486,2026-01-24 21:49:12.868347,2809.38
7290,2026-02-26 21:49:12.867622,8763.05
4253,2025-12-19 21:49:12.868419,2873.69
5079,2026-02-20 21:49:12.867645,1651.49
3068,2025-12-08 21:49:12.868439,5890.17
8155,2025-12-19 21:49:12.868419,1895.81
5300,2026-02-13 21:49:12.867671,4141.07
7359,2026-02-28 21:49:12.867612,4386.66
3386,2026-02-24 21:49:12.867630,7378.93
5559,2026-01-06 21:49:12.868386,3326.01
9956,2025-12-05 21:49:12.868443,3085.99
5762,2025-12-08 21:49:12.868439,4866.17
4329,2025-12-13 21:49:12.868433,5488.18
2553,2025-12-11 21:49:12.868435,5130.34
1869,2026-01-27 21:49:12.868343,4266.35
2726,2026-02-17 21:49:12.867660,4241.25
3686,2026-02-21 21:49:12.867640,651.5
1923,2026-02-15 21:49:12.867665,1121.7
636,2026-01-15 21:49:12.868366,5130.8
2371,2026-01-23 21:49:12.868348,1670.44
9224,2026-01-03 21:49:12.868391,3582.62
9015,2026-02-03 21:49:12.867694,4294.99
1065,2026-02-19 21:49:12.867653,2263.98
8424,2026-02-06 21:49:12.867687,2972.7
5,2026-03-01 21:49:12.867589,3722.99
6061,2026-01-21 21:49:12.868352,3331.85
4559,2025-12-03 21:49:12.868445,3989.02
6768,2025-12-29 21:49:12.868397,3443.69
5238,2026-01-27 21:49:12.868343,2258.01
6825,2025-12-27 21:49:12.868402,3228.14
761,2026-01-15 21:49:12.868366,3339.71
1932,2026-02-09 21:49:12.867679,1430.0
5817,2025-12-18 21:49:12.868422,3460.0
3092,2026-01-29 21:49:12.868339,4927.31
7613,2026-01-31 21:49:12.868333,3863.27
558,2026-02-21 21:49:12.867640,2658.11
4968,2026-01-12 21:49:12.868373,1266.85
4951,2025-12-26 21:49:12.868403,3604.7
1783,2026-01-23 21:49:12.868348,777.91
4915,2026-02-14 21:49:12.867668,2160.7
9678,2026-03-01 21:49:12.867589,2625.6
3794,2026-01-20 21:49:12.868355,1910.77
4768,2026-01-27 21:49:12.868343,3571.55
1570,2026-01-04 21:49:12.868389,927.48
9002,2026-02-05 21:49:12.867689,1412.77
3450,2025-12-19 21:49:12.868419,4211.81
6870,2025-12-18 21:49:12.868422,4736.56
9568,2026-01-13 21:49:12.868371,7569.99
8680,2026-01-02 21:49:12.868392,2695.13
8975,2025-12-08 21:49:12.868439,3057.88
8794,2026-02-03 21:49:12.867694,646.84
1060,2026-02-21 21:49:12.867640,2104.04
6660,2026-01-16 21:49:12.868364,1326.57
4525,2026-02-17 21:49:12.867660,5988.61
9085,2026-01-15 21:49:12.868366,2960.33
7091,2026-01-27 21:49:12.868343,4490.29
1466,2026-02-19 21:49:12.867653,868.51
1320,2025-12-06 21:49:12.868441,3449.02
3348,2025-12-26 21:49:12.868403,4378.07
1074,2025-12-21 21:49:12.868415,1728.43
686,2026-01-15 21:49:12.868366,1804.07
2941,2025-12-08 21:49:12.868439,4463.83
3981,2026-01-05 21:49:12.868388,6807.34
5626,2026-02-05 21:49:12.867689,2694.84
587,2026-01-12 21:49:12.868373,2225.55
4295,2026-01-09 21:49:12.868380,3665.34
1864,2025-12-21 21:49:12.868415,2696.01
5770,2026-01-27 21:49:12.868343,4328.12
2040,2026-02-09 21:49:12.867679,2587.74
9880,2026-01-25 21:49:12.868345,606.38
9717,2026-02-13 21:49:12.867671,4527.32
4887,2026-02-22 21:49:12.867636,3952.39
2687,2026-01-22 21:49:12.868350,6346.81
5657,2025-12-20 21:49:12.868417,1635.29
7493,2026-02-06 21:49:12.867687,6565.67
4791,2025-12-21 21:49:12.868415,4391.37
9614,2026-01-04 21:49:12.868389,6848.69
6360,2026-01-04 21:49:12.868389,2620.61
5647,2025-12-13 21:49:12.868433,5561.39
3527,2026-02-01 21:49:12.867714,4188.51
8241,2025-12-20 21:49:12.868417,1998.81
9959,2026-01-05 21:49:12.868388,1276.24
5615,2026-02-06 21:49:12.867687,3184.26
7181,2026-02-05 21:49:12.867689,2379.0
1711,2025-12-22 21:49:12.868413,3787.11
1070,2025-12-24 21:49:12.868408,3631.77
5257,2026-01-10 21:49:12.868378,6003.48
6551,2025-12-10 21:49:12.868437,4415.48
2377,2026-02-25 21:49:12.867628,2698.93
5389,2026-01-13 21:49:12.868371,1407.75
8246,2026-01-30 21:49:12.868337,1745.0
2695,2026-02-03 21:49:12.867694,8147.83
8808,2026-02-16 21:49:12.867663,3269.93
4091,2026-01-24 21:49:12.868347,1483.91
7977,2026-02-19 21:49:12.867653,4689.76
7944,2026-01-26 21:49:12.868344,2427.43
2721,2026-02-09 21:49:12.867679,5751.68
9207,2026-02-01 21:49:12.867714,1901.13
9360,2026-01-17 21:49:12.868362,1358.29
9500,2026-02-23 21:49:12.867633,2559.67
7025,2026-01-10 21:49:12.868378,1989.96
1673,2026-01-16 21:49:12.868364,4741.27
5987,2026-03-02 21:49:12.866965,1088.84
1692,2026-02-22 21:49:12.867636,1190.41
3972,2025-12-05 21:49:12.868443,1802.03
8483,2025-12-17 21:49:12.868424,3855.8
6928,2025-12-26 21:49:12.868403,1696.79
1965,2025-12-04 21:49:12.868444,1070.29
5055,2025-12-14 21:49:12.868431,2020.42
7821,2026-02-05 21:49:12.867689,3457.69
6640,2026-02-14 21:49:12.867668,2371.14
9447,2026-01-18 21:49:12.868359,6512.92
3643,2025-12-21 21:49:12.868415,548.72
8503,2026-02-10 21:49:12.867677,2917.71
8807,2026-02-17 21:49:12.867660,3686.3
251,2026-02-06 21:49:12.867687,1389.96
2360,2026-02-08 21:49:12.867682,2244.3
3344,2026-01-30 21:49:12.868337,2392.26
7763,2026-02-06 21:49:12.867687,5780.24
4739,2026-02-16 21:49:12.867663,5451.64
7600,2025-12-29 21:49:12.868397,2229.36
7643,2026-01-06 21:49:12.868386,6732.36
364,2026-01-18 21:49:12.868359,1291.23
8000,2025-12-23 21:49:12.868410,3099.65
5127,2026-01-21 21:49:12.868352,1585.52
8254,2025-12-18 21:49:12.868422,1273.0
1773,2025-12-23 21:49:12.868410,5065.98
9652,2025-12-12 21:49:12.868434,2107.19
878,2025-12-13 21:49:12.868433,551.25
6349,2026-01-09 21:49:12.868380,3111.51
3711,2025-12-29 21:49:12.868397,1059.94
1830,2026-01-16 21:49:12.868364,2355.88
4129,2026-01-21 21:49:12.868352,1221.09
5008,2026-01-24 21:49:12.868347,4420.45
431,2025-12-04 21:49:12.868444,2435.81
6738,2026-02-15 21:49:12.867665,3352.71
5438,2025-12-04 21:49:12.868444,2515.13
6415,2026-02-26 21:49:12.867622,4240.28
7823,2025-12-21 21:49:12.868415,1181.42
2157,2025-12-03 21:49:12.868445,3045.96
5427,2026-02-07 21:49:12.867684,5731.66
8793,2026-02-12 21:49:12.867673,2171.56
476,2025-12-28 21:49:12.868398,7621.57
6055,2026-01-19 21:49:12.868357,3532.34
8879,2025-12-27 21:49:12.868402,4075.72
3106,2026-02-12 21:49:12.867673,4339.24
3263,2025-12-05 21:49:12.868443,6975.84
350,2026-01-01 21:49:12.868393,380.85
2763,2025-12-23 21:49:12.868410,2371.44
1773,2025-12-16 21:49:12.868426,6787.87
3818,2026-01-22 21:49:12.868350,7725.09
2131,2026-01-13 21:49:12.868371,6180.66
358,2025-12-19 21:49:12.868419,1164.87
2918,2025-12-14 21:49:12.868431,3583.26
8277,2026-02-16 21:49:12.867663,2069.75
2464,2025-12-24 21:49:12.868408,1832.43
6318,2026-02-06 21:49:12.867687,2314.97
9611,2026-01-25 21:49:12.868345,3161.05
3290,2026-02-17 21:49:12.867660,3794.42
3646,2026-02-11 21:49:12.867675,3883.47
3521,2026-02-19 21:49:12.867653,3837.34
6583,2026-02-18 21:49:12.867658,2087.77
2264,2026-02-25 21:49:12.867628,410.15
9405,2026-01-04 21:49:12.868389,5385.37
8331,2025-12-28 21:49:12.868398,712.34
5280,2026-01-12 21:49:12.868373,7942.43
7853,2026-02-26 21:49:12.867622,1715.8
5238,2026-01-19 21:49:12.868357,1543.08
6808,2026-01-05 21:49:12.868388,8111.49
6080,2026-03-02 21:49:12.866965,3693.31
3835,2026-01-29 21:49:12.868339,970.6
9258,2026-01-02 21:49:12.868392,7983.31
853,2026-01-27 21:49:12.868343,4407.39
755,2026-02-19 21:49:12.867653,7098.89
7045,2026-01-25 21:49:12.868345,6190.29
8333,2026-02-26 21:49:12.867622,3600.98
5906,2025-12-05 21:49:12.868443,2341.93
2480,2026-01-01 21:49:12.868393,1130.17
7073,2025-12-22 21:49:12.868413,1811.82
9814,2025-12-11 21:49:12.868435,2298.24
3765,2025-12-21 21:49:12.868415,1487.24
9715,2026-02-23 21:49:12.867633,2644.3
9402,2026-02-12 21:49:12.867673,3258.93
381,2026-02-18 21:49:12.867658,1059.29
9672,2025-12-27 21:49:12.868402,2026.84
1605,2026-01-27 21:49:12.868343,1967.84
3268,2026-01-23 21:49:12.868348,735.04
1293,2026-02-28 21:49:12.867612,2106.18
7145,2026-01-28 21:49:12.868341,7337.98
1093,2026-02-21 21:49:12.867640,2379.8
4645,2026-01-03 21:49:12.868391,1063.35
2375,2026-02-15 21:49:12.867665,1903.62
3979,2026-02-14 21:49:12.867668,3327.56
3143,2026-01-16 21:49:12.868364,927.99
1199,2025-12-16 21:49:12.868426,1754.84
7102,2026-01-05 21:49:12.868388,2619.91
3747,2026-02-15 21:49:12.867665,2878.96
363,2026-01-20 21:49:12.868355,996.06
6693,2026-01-28 21:49:12.868341,1123.12
694,2026-01-09 21:49:12.868380,3666.21
2006,2026-02-10 21:49:12.867677,414.51
6763,2026-02-10 21:49:12.867677,3839.2
430,2026-01-10 21:49:12.868378,4703.52
6737,2025-12-20 21:49:12.868417,3581.58
6021,2026-01-09 21:49:12.868380,2579.16
7089,2026-02-18 21:49:12.867658,2161.61
6367,2025-12-18 21:49:12.868422,3757.45
8017,2026-02-05 21:49:12.867689,1791.43
6907,2026-01-26 21:49:12.868344,3639.2
4697,2025-12-09 21:49:12.868438,932.13
5920,2025-12-11 21:49:12.868435,1402.6
9760,2026-02-05 21:49:12.867689,877.29
5742,2026-02-24 21:49:12.867630,1627.23
7905,2026-02-18 21:49:12.867658,3170.4
4270,2026-02-01 21:49:12.867714,11455.45
4951,2026-01-03 21:49:12.868391,2999.32
2568,2026-02-13 21:49:12.867671,1478.13
173,2025-12-16 21:49:12.868426,1759.52
6248,2026-01-16 21:49:12.868364,927.84
6275,2026-02-16 21:49:12.867663,1079.41
3170,2026-01-14 21:49:12.868369,4711.75
6284,2025-12-09 21:49:12.868438,1926.95
3928,2025-12-28 21:49:12.868398,1865.56
5336,2026-02-23 21:49:12.867633,8588.69
6532,2026-01-17 21:49:12.868362,5771.17
1178,2026-01-07 21:49:12.868385,2095.57
8284,2025-12-15 21:49:12.868430,2740.92
5868,2026-02-27 21:49:12.867618,3655.87
3721,2025-12-12 21:49:12.868434,2042.44
6075,2025-12-15 21:49:12.868430,4930.24
5384,2026-02-26 21:49:12.867622,4895.67
9395,2026-02-08 21:49:12.867682,2344.7
1060,2025-12-13 21:49:12.868433,1429.34
9366,2026-01-03 21:49:12.868391,1513.58
1432,2025-12-10 21:49:12.868437,3200.29
3126,2025-12-24 21:49:12.868408,2305.41
1883,2026-02-28 21:49:12.867612,1489.96
8841,2025-12-15 21:49:12.868430,1153.91
76,2025-12-14 21:49:12.868431,1311.85
555,2025-12-29 21:49:12.868397,8383.6
7056,2026-01-30 21:49:12.868337,4461.11
9784,2025-12-20 21:49:12.868417,4650.42
6468,2026-01-18 21:49:12.868359,5390.85
5068,2026-01-09 21:49:12.868380,4238.32
6367,2025-12-17 21:49:12.868424,4747.28
6699,2026-02-10 21:49:12.867677,3326.63
6923,2025-12-25 21:49:12.868406,4504.78
5094,2026-01-17 21:49:12.868362,2268.87
277,2025-12-31 21:49:12.868395,1571.49
9958,2026-01-23 21:49:12.868348,1384.0
6028,2026-01-24 21:49:12.868347,3076.75
8744,2026-01-02 21:49:12.868392,3411.93
5838,2026-02-22 21:49:12.867636,2961.85
7381,2026-02-12 21:49:12.867673,2135.75
116,2026-02-05 21:49:12.867689,2678.32
159,2026-01-31 21:49:12.868333,7398.92
2930,2026-02-02 21:49:12.867696,3553.08
3580,2026-02-04 21:49:12.867692,1184.35
1612,2025-12-31 21:49:12.868395,2684.13
5667,2025-12-18 21:49:12.868422,1601.43
8949,2026-01-02 21:49:12.868392,2449.11
9650,2025-12-20 21:49:12.868417,5477.97
2496,2026-02-11 21:49:12.867675,1462.02
1792,2026-01-18 21:49:12.868359,2065.18
5503,2025-12-28 21:49:12.868398,3998.36
1878,2026-02-20 21:49:12.867645,1891.5
1228,2025-12-27 21:49:12.868402,2581.19
5267,2025-12-04 21:49:12.868444,211.59
1065,2026-02-22 21:49:12.867636,1166.21
5359,2026-01-21 21:49:12.868352,2026.51
9319,2026-01-25 21:49:12.868345,1506.08
9288,2026-02-20 21:49:12.867645,9021.5
2164,2026-02-10 21:49:12.867677,4833.65
6977,2026-02-16 21:49:12.867663,552.28
4504,2026-01-26 21:49:12.868344,4320.29
2915,2025-12-08 21:49:12.868439,1069.04
604,2026-01-16 21:49:12.868364,2840.73
7660,2025-12-25 21:49:12.868406,2622.89
6361,2026-01-06 21:49:12.868386,4645.9
1784,2025-12-19 21:49:12.868419,1003.54
907,2026-02-23 21:49:12.867633,3527.54
5247,2026-01-11 21:49:12.868375,1291.42
2588,2025-12-27 21:49:12.868402,2254.46
2093,2025-12-05 21:49:12.868443,2651.06
2171,2026-02-20 21:49:12.867645,2729.79
8555,2026-02-10 21:49:12.867677,1672.46
5194,2026-02-12 21:49:12.867673,3831.11
5,2026-02-23 21:49:12.867633,3710.9
4385,2025-12-16 21:49:12.868426,5733.97
719,2026-01-28 21:49:12.868341,6383.45
7377,2025-12-04 21:49:12.868444,2657.18
7762,2026-02-04 21:49:12.867692,4330.88
5796,2025-12-05 21:49:12.868443,1825.28
835,2026-01-24 21:49:12.868347,1743.52
7241,2026-01-11 21:49:12.868375,4887.92
9013,2026-01-24 21:49:12.868347,2639.57
9927,2026-02-07 21:49:12.867684,6961.13
3682,2026-02-21 21:49:12.867640,3653.09
854,2026-02-22 21:49:12.867636,7392.72
1891,2026-01-31 21:49:12.868333,4542.16
8840,2026-02-09 21:49:12.867679,3028.49
890,2026-02-26 21:49:12.867622,5302.19
3535,2025-12-16 21:49:12.868426,1940.23
4009,2026-02-25 21:49:12.867628,2667.31
4808,2026-01-09 21:49:12.868380,9277.36
5649,2025-12-11 21:49:12.868435,2853.61
349,2026-02-11 21:49:12.867675,3818.12
